UserID,DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency,,
1516,Smart Speaker,17.15171333,4.293499686,1,4,16,1,,
1517,Security System,17.69900933,7.056008353,1,1,46,0,,
1518,Security System,4.588147089,9.433442811,1,1,40,0,,
1519,Smart Speaker,8.988577386,2.743903308,1,2,8,1,,
1520,Camera,15.47660068,4.457427645,1,4,34,1,,
1521,Smart Speaker,2.161370292,7.980135111,0,2,6,0,,
1522,Camera,8.996194412,6.135966337,1,1,45,0,,
1523,Security System,13.06778746,1.194804805,1,2,45,1,,
1524,Lights,23.91127559,6.314554082,1,4,53,0,,
1525,Security System,11.65153872,1.948788218,1,3,30,1,,
1526,Security System,19.67733379,5.151137747,1,0,44,1,,
1527,Thermostat,10.6535812,5.33812235,1,3,34,1,,
1528,Thermostat,19.21518198,8.774413286,1,1,21,1,,
1529,Thermostat,14.49224784,4.678693313,1,3,52,1,,
1530,Thermostat,21.33499288,2.86647998,1,2,57,1,,
1531,Camera,10.15714998,2.386566847,0,4,12,0,,
1532,Smart Speaker,14.70115387,8.755093579,0,3,49,0,,
1533,Lights,15.30543899,1.793007459,0,3,6,0,,
1534,Security System,10.30849913,4.316098753,1,4,39,1,,
1535,Camera,3.891333027,1.953013838,0,2,6,0,,
1536,Lights,2.698646062,7.755709997,0,0,53,0,,
1537,Camera,0.891781439,4.796289136,0,3,4,0,,
1538,Camera,21.02805521,3.576322537,0,1,53,0,,
1539,Security System,6.057160438,3.674886442,1,2,9,1,,
1540,Smart Speaker,5.470408608,8.536920647,0,2,5,0,,
1541,Thermostat,17.79683191,5.582362148,0,3,10,0,,
1542,Smart Speaker,8.020378658,7.206891726,1,4,47,0,,
1543,Security System,12.39205027,8.980681311,0,3,8,0,,
1544,Security System,4.319010034,9.027242593,1,3,23,0,,
1545,Security System,23.05402445,3.352239638,0,4,4,0,,
1546,Lights,20.5121629,9.529267505,0,1,58,0,,
1547,Smart Speaker,20.79905614,0.346271232,0,4,37,0,,
1548,Smart Speaker,10.05918309,3.830672054,1,3,7,1,,
1549,Camera,18.41548852,8.968408689,0,0,6,0,,
1550,Camera,3.881089652,2.81890511,0,4,45,0,,
1551,Camera,0.702546561,2.803506358,1,1,51,0,,
1552,Security System,0.969363916,3.095960622,0,4,42,0,,
1553,Smart Speaker,14.28514083,6.16190251,0,4,15,0,,
1554,Security System,11.20178027,4.439494479,0,2,35,0,,
1555,Lights,12.6733607,7.29467488,0,2,50,0,,
1556,Camera,0.6753838,8.959615361,0,3,32,0,,
1557,Security System,10.43313556,6.774573812,1,3,14,1,,
1558,Security System,17.37460179,2.12422053,1,4,35,1,,
1559,Lights,10.903302,9.333550833,1,0,11,1,,
1560,Thermostat,17.70715135,2.718479446,0,3,10,0,,
1561,Smart Speaker,5.975945663,1.583953524,0,4,17,0,,
1562,Thermostat,19.60883711,0.990676061,0,4,13,0,,
1563,Camera,14.32813415,5.677499033,0,4,57,0,,
1564,Security System,5.452932837,1.226248379,0,4,34,0,,
1565,Lights,6.062931183,1.473881253,1,4,45,0,,
1566,Lights,15.25871592,3.070301758,1,2,51,1,,
1567,Smart Speaker,20.00358044,2.888364796,1,1,5,1,,
1568,Thermostat,10.26725288,6.081971152,0,1,48,0,,
1569,Smart Speaker,6.570060084,8.185778267,1,4,10,0,,
1570,Security System,20.87477276,7.637361596,1,3,32,1,,
1571,Smart Speaker,16.22780486,2.698596102,1,0,12,1,,
1572,Lights,11.03000895,2.52857393,1,4,52,1,,
1573,Lights,11.96565459,9.661336148,0,0,13,0,,
1574,Camera,5.300026997,0.181538792,0,2,21,0,,
1575,Camera,15.22986181,8.809233277,1,1,48,0,,
1576,Security System,8.930448998,2.077312339,1,2,54,1,,
1577,Thermostat,23.89766165,9.478114799,1,3,53,0,,
1578,Smart Speaker,11.78431261,3.48884212,1,3,58,1,,
1579,Security System,11.91831175,4.459482562,1,4,33,1,,
1580,Camera,13.797517,7.100494078,1,3,54,0,,
1581,Smart Speaker,22.04376607,5.91792361,1,3,41,0,,
1582,Camera,19.31922535,3.247599364,1,2,48,1,,
1583,Smart Speaker,11.10155664,5.582926067,1,0,51,1,,
1584,Thermostat,17.38943275,7.333998155,0,1,47,0,,
1585,Security System,14.27653422,0.519115964,1,3,50,1,,
1586,Smart Speaker,12.07062564,0.210873122,0,3,54,0,,
1587,Lights,5.01942066,4.634862697,0,2,32,0,,
1588,Lights,11.40250219,1.405182516,1,1,12,1,,
1589,Smart Speaker,6.276736795,6.677008486,1,2,46,0,,
1590,Smart Speaker,21.99879052,2.219119317,0,0,35,1,,
1591,Smart Speaker,8.382060117,4.385225957,0,2,36,0,,
1592,Lights,22.87820434,2.056942275,1,1,38,1,,
1593,Lights,13.02679932,5.529987499,0,1,48,0,,
1594,Smart Speaker,15.3412929,1.248929248,1,3,28,1,,
1595,Camera,13.25910045,0.328757843,1,0,13,1,,
1596,Camera,3.540444499,0.606203217,0,4,12,0,,
1597,Thermostat,9.331798647,9.547158571,1,3,22,1,,
1598,Security System,2.829933639,1.508633564,0,2,44,0,,
1599,Camera,15.13942004,7.113934706,1,2,2,1,,
1600,Lights,11.00154359,0.772469422,1,1,29,1,,
1601,Camera,18.78264683,1.170787487,0,1,13,0,,
1602,Thermostat,5.681056303,5.137874889,0,1,35,0,,
1603,Thermostat,4.367302373,4.702222209,1,4,13,1,,
1604,Security System,10.04880743,9.520645063,1,4,57,0,,
1605,Camera,22.27475651,9.453870985,0,3,34,0,,
1606,Lights,17.19491265,7.818125561,1,4,19,1,,
1607,Lights,10.34470518,6.060808118,0,1,9,0,,
1608,Smart Speaker,12.65589599,4.604107142,0,3,52,0,,
1609,Lights,2.479005763,3.62616749,0,3,31,0,,
1610,Security System,23.63753356,9.476166715,1,0,33,1,,
1611,Security System,16.16057166,6.068797233,0,4,27,0,,
1612,Lights,7.206995609,5.832818024,1,2,45,0,,
1613,Lights,14.26649726,2.395821106,0,2,2,0,,
1614,Smart Speaker,3.072835603,0.562308397,1,0,15,1,,
1615,Lights,23.19716172,9.45736694,1,1,19,1,,
1616,Smart Speaker,4.607447215,3.205979063,0,0,57,0,,
1617,Smart Speaker,15.72871247,4.481631331,0,1,31,0,,
1618,Lights,6.26817987,1.234935441,0,4,57,0,,
1619,Thermostat,17.36269249,8.385550866,1,4,16,1,,
1620,Thermostat,18.75530213,0.373555145,1,3,43,1,,
1621,Smart Speaker,16.32536363,8.356508545,1,3,15,1,,
1622,Lights,14.94073732,1.488821627,0,3,6,0,,
1623,Thermostat,21.47302371,8.876984715,0,3,14,0,,
1624,Lights,2.347727708,7.32474911,0,2,27,0,,
1625,Lights,8.276496996,1.730235599,0,3,38,0,,
1626,Lights,6.334755771,5.701598129,0,3,19,0,,
1627,Camera,23.71832811,3.195297512,1,3,37,1,,
1628,Lights,9.650659822,1.864507679,0,1,43,0,,
1629,Camera,17.71639843,8.605903774,1,3,4,1,,
1630,Smart Speaker,16.59104135,4.094875388,0,0,58,0,,
1631,Thermostat,5.483909081,4.045582772,0,3,26,0,,
1632,Thermostat,6.116445485,1.781878081,0,3,9,0,,
1633,Thermostat,7.110187243,3.892350193,0,2,41,0,,
1634,Thermostat,10.16149104,8.729006779,0,3,49,0,,
1635,Thermostat,6.006639043,3.694974234,1,1,40,0,,
1636,Thermostat,0.961809845,9.520875269,0,4,15,0,,
1637,Thermostat,21.16573683,9.468458102,1,3,41,0,,
1638,Smart Speaker,23.19183104,1.534496727,1,3,37,1,,
1639,Lights,8.526904095,1.85538141,1,3,4,1,,
1640,Security System,8.454911666,8.640473296,1,2,26,1,,
1641,Camera,0.6666576,3.988333097,0,4,52,0,,
1642,Security System,16.48589118,0.143302425,0,2,18,0,,
1643,Security System,19.89783755,2.811331015,0,2,41,0,,
1644,Lights,3.945295058,6.016527033,0,2,53,0,,
1645,Lights,4.25215921,8.012733063,0,1,59,0,,
1646,Lights,19.06695637,1.420547309,1,4,35,1,,
1647,Thermostat,14.98283259,1.194359508,0,1,54,0,,
1648,Smart Speaker,1.554223104,9.22871727,0,1,41,0,,
1649,Thermostat,15.12985428,7.536368841,1,4,41,0,,
1650,Smart Speaker,7.759566487,5.938818048,0,1,29,0,,
1651,Smart Speaker,9.165041154,7.714949221,0,4,53,0,,
1652,Security System,18.58868833,4.345658177,1,3,24,1,,
1653,Security System,19.55697703,7.608711898,0,2,4,0,,
1654,Smart Speaker,9.908380731,3.780849614,1,1,21,1,,
1655,Smart Speaker,22.758094,2.516536268,1,4,39,1,,
1656,Thermostat,10.05187387,7.317232871,0,0,7,0,,
1657,Thermostat,18.63814683,4.254755692,1,1,23,1,,
1658,Security System,11.87111572,9.815633333,0,1,40,0,,
1659,Lights,21.59200967,3.559903305,0,4,59,0,,
1660,Smart Speaker,21.83238923,9.225101463,0,0,21,0,,
1661,Thermostat,2.554294985,9.336329231,1,0,1,1,,
1662,Security System,22.50759329,2.494344176,1,3,59,1,,
1663,Thermostat,19.90006878,8.002389698,1,1,41,0,,
1664,Smart Speaker,19.09580179,4.387437601,1,2,25,1,,
1665,Smart Speaker,5.221416483,9.1834948,1,1,31,0,,
1666,Camera,19.42030141,4.556230299,1,2,55,1,,
1667,Lights,20.47811927,7.468606802,1,2,44,0,,
1668,Camera,7.29503286,4.722977351,1,4,38,0,,
1669,Security System,22.87811184,2.355227482,1,1,45,1,,
1670,Thermostat,1.67171344,2.073566277,1,4,5,1,,
1671,Security System,4.022867451,4.311768823,1,3,53,0,,
1672,Smart Speaker,13.13315674,7.579397104,0,2,31,0,,
1673,Camera,14.03112307,6.090207703,1,0,51,1,,
1674,Camera,15.66102696,6.91742997,0,2,58,0,,
1675,Camera,0.898774539,2.895030872,0,3,1,0,,
1676,Security System,23.0686192,4.866209925,0,2,54,0,,
1677,Smart Speaker,1.547820179,0.539513123,0,4,56,0,,
1678,Thermostat,3.861955889,8.193570918,1,1,30,0,,
1679,Thermostat,0.829341162,9.899932406,0,0,18,0,,
1680,Security System,13.82117318,4.12810272,0,4,8,0,,
1681,Camera,22.40827177,0.208540166,0,1,56,0,,
1682,Lights,16.1497584,1.780947132,1,0,26,1,,
1683,Security System,19.83245051,6.56001609,0,3,40,0,,
1684,Security System,0.812108281,6.15958525,0,2,58,0,,
1685,Smart Speaker,13.23735951,7.899860724,1,0,15,1,,
1686,Thermostat,11.29972997,2.613451709,1,3,19,1,,
1687,Security System,12.22574669,7.659955964,1,1,10,1,,
1688,Security System,2.197009855,6.911041813,1,0,24,1,,
1689,Camera,16.58423099,3.295863527,1,3,16,1,,
1690,Camera,12.32567975,5.500332666,1,1,43,0,,
1691,Lights,18.48099797,1.558010704,1,4,31,1,,
1692,Smart Speaker,11.9043299,4.580388584,1,2,44,1,,
1693,Lights,4.010468451,8.823853662,1,3,16,0,,
1694,Camera,15.73403842,4.26979466,0,4,16,0,,
1695,Thermostat,4.551079509,8.411710394,1,1,28,0,,
1696,Camera,21.00127224,5.943508316,0,0,20,0,,
1697,Smart Speaker,14.90823162,1.99957946,0,2,35,0,,
1698,Camera,4.194291264,5.852951823,1,1,59,0,,
1699,Smart Speaker,23.11494435,5.109234959,1,3,9,1,,
1700,Smart Speaker,12.68158839,4.046549218,1,2,40,1,,
1701,Smart Speaker,2.213113619,1.284341351,1,4,10,1,,
1702,Smart Speaker,15.23057325,4.225415772,0,2,45,0,,
1703,Smart Speaker,6.450174315,0.820347525,0,4,18,0,,
1704,Thermostat,19.38679612,1.077813609,1,1,45,1,,
1705,Lights,19.71881873,4.217573676,0,0,45,0,,
1706,Security System,23.50526286,3.123276671,1,2,15,1,,
1707,Lights,12.29393398,9.262888826,0,0,45,0,,
1708,Smart Speaker,11.19148667,3.819487473,0,0,30,1,,
1709,Thermostat,18.20667673,7.602795409,1,2,48,0,,
1710,Camera,3.613060424,5.349450511,1,2,32,0,,
1711,Thermostat,13.35251457,7.07044812,0,0,40,0,,
1712,Smart Speaker,13.3368186,2.675148232,1,3,27,1,,
1713,Thermostat,2.602618386,9.424859231,0,3,27,0,,
1714,Thermostat,10.32262601,5.347876119,1,2,19,1,,
1715,Smart Speaker,20.55219277,8.330108306,1,0,10,1,,
1716,Thermostat,20.61961012,3.713952365,1,0,44,1,,
1717,Security System,2.832085126,1.092092356,1,1,46,0,,
1718,Security System,2.631940745,6.769745312,1,0,6,1,,
1719,Thermostat,6.67334371,0.176820519,1,3,53,0,,
1720,Camera,21.05700247,4.805400468,1,1,24,1,,
1721,Smart Speaker,3.529210749,2.008738836,0,3,9,0,,
1722,Security System,17.41992486,6.311017494,1,4,27,1,,
1723,Camera,2.877392061,9.796256744,0,2,7,0,,
1724,Thermostat,15.14373956,4.697588773,1,4,6,1,,
1725,Camera,8.867581529,8.19323274,0,2,54,0,,
1726,Lights,19.03947813,5.127063451,1,3,33,1,,
1727,Security System,5.991725547,5.008816308,1,3,21,0,,
1728,Thermostat,15.52124299,9.311192582,0,4,46,0,,
1729,Smart Speaker,6.038539563,8.910662101,1,2,56,0,,
1730,Thermostat,17.27101665,7.879424605,1,2,38,0,,
1731,Smart Speaker,21.03143381,3.032931958,1,1,44,1,,
1732,Thermostat,3.479842279,5.495583316,1,0,17,1,,
1733,Camera,20.86499868,2.31658261,1,1,31,1,,
1734,Camera,14.44901848,4.494775311,0,3,37,0,,
1735,Camera,3.487096535,4.893709351,1,4,11,1,,
1736,Lights,10.5472336,8.333236398,0,2,28,0,,
1737,Smart Speaker,4.280216897,8.970680817,0,1,5,0,,
1738,Camera,16.95817539,4.204738618,0,4,12,0,,
1739,Lights,18.33340116,0.275274006,0,4,3,0,,
1740,Smart Speaker,2.986218226,8.631561014,0,0,56,0,,
1741,Thermostat,12.39428654,1.825358917,0,2,41,0,,
1742,Lights,19.64368882,6.256631443,0,4,38,0,,
1743,Security System,22.49983148,0.347211914,0,2,54,0,,
1744,Lights,12.56766987,4.055114105,1,1,2,1,,
1745,Lights,22.83156175,9.861006991,0,4,26,0,,
1746,Smart Speaker,13.08869081,1.096866651,1,4,2,1,,
1747,Thermostat,9.763476623,4.294562205,0,1,54,0,,
1748,Security System,20.43277352,3.140784507,0,2,12,0,,
1749,Camera,12.0850937,9.060372422,1,2,40,0,,
1750,Camera,11.589709,8.706467068,0,4,2,0,,
1751,Lights,12.0223435,2.453217727,1,1,41,1,,
1752,Smart Speaker,20.39944754,0.903759092,0,3,16,0,,
1753,Smart Speaker,20.05062623,6.308670101,1,2,30,1,,
1754,Camera,9.982719822,3.430050248,1,3,57,1,,
1755,Security System,8.332546707,6.753635467,0,4,47,0,,
1756,Thermostat,12.06030856,0.417985585,0,3,46,0,,
1757,Security System,13.96015398,1.420652428,0,3,52,0,,
1758,Thermostat,6.10092445,6.895085104,0,2,36,0,,
1759,Camera,19.15794449,2.202469487,1,4,4,1,,
1760,Thermostat,11.93234499,8.59011799,1,3,11,1,,
1761,Smart Speaker,8.350070388,0.680049788,1,2,53,1,,
1762,Lights,3.010293335,2.23327163,1,3,24,1,,
1763,Lights,6.112861269,9.98574646,1,2,18,0,,
1764,Camera,22.80810754,4.387453416,1,4,27,1,,
1765,Smart Speaker,7.66984264,7.059360069,1,1,37,0,,
1766,Security System,4.4681933,1.908364184,0,2,2,0,,
1767,Smart Speaker,11.3258106,6.137700476,0,2,15,0,,
1768,Lights,7.716561969,7.288450077,0,3,11,0,,
1769,Lights,1.326242381,3.213318695,0,4,27,0,,
1770,Smart Speaker,8.093912606,8.306081409,0,0,56,0,,
1771,Smart Speaker,13.28655266,6.073834027,0,0,49,0,,
1772,Lights,13.46524074,3.952317795,0,1,48,0,,
1773,Security System,8.879134648,5.620659694,0,4,47,0,,
1774,Camera,11.01161477,5.80993239,1,2,23,1,,
1775,Camera,23.18967108,1.738799398,0,0,35,1,,
1776,Smart Speaker,9.367689215,4.087050462,0,1,52,0,,
1777,Camera,6.568330112,3.499962821,0,4,30,0,,
1778,Lights,6.221475536,4.068936954,1,1,47,0,,
1779,Lights,11.2574684,7.634994826,0,0,24,0,,
1780,Smart Speaker,18.34872349,4.877130234,1,3,19,1,,
1781,Smart Speaker,5.340722328,9.409129917,1,3,29,0,,
1782,Smart Speaker,17.16845899,3.007396492,0,4,13,0,,
1783,Security System,0.997020849,4.215465425,1,1,48,0,,
1784,Camera,10.34492498,7.890872424,0,2,23,0,,
1785,Smart Speaker,18.73282903,5.505643474,0,0,12,0,,
1786,Thermostat,8.460224461,5.51557865,0,3,49,0,,
1787,Thermostat,13.74782188,0.628067614,1,3,48,1,,
1788,Lights,5.317011971,4.046136661,0,1,41,0,,
1789,Camera,17.93689169,2.780263951,0,3,29,0,,
1790,Smart Speaker,1.728558927,9.993417716,0,1,6,0,,
1791,Thermostat,20.53475215,3.152715199,1,0,51,1,,
1792,Camera,5.157615081,8.856515694,1,1,23,0,,
1793,Lights,21.04835375,6.794713977,1,3,31,1,,
1794,Security System,8.784437171,3.475072451,1,1,45,1,,
1795,Camera,17.483064,5.480990346,0,3,21,0,,
1796,Camera,8.001794498,8.421305211,0,4,24,0,,
1797,Security System,21.78892427,8.845346151,1,3,8,1,,
1798,Camera,3.47597245,1.687899363,0,3,44,0,,
1799,Lights,4.695215048,3.461774098,1,3,9,1,,
1800,Lights,12.08620794,3.418709484,0,4,22,0,,
1801,Security System,2.425553317,0.516243481,0,2,4,0,,
1802,Smart Speaker,5.10553434,6.022553823,1,3,13,0,,
1803,Thermostat,22.67850998,8.562718525,1,2,34,1,,
1804,Smart Speaker,23.44750704,3.877586439,0,0,3,1,,
1805,Camera,9.342094239,7.426355855,1,1,37,0,,
1806,Thermostat,22.19722149,6.314234095,0,2,56,0,,
1807,Security System,13.30337988,3.818922481,0,0,28,1,,
1808,Security System,6.838947948,1.496492015,0,1,26,0,,
1809,Thermostat,17.00636995,7.122306142,0,3,50,0,,
1810,Lights,15.98419245,8.560195173,1,3,53,0,,
1811,Thermostat,23.744445,6.889959475,0,3,46,0,,
1812,Camera,6.728611254,0.276996992,0,4,57,0,,
1813,Lights,16.29339831,2.240705654,0,4,34,0,,
1814,Security System,1.722558243,0.78785185,1,4,15,1,,
1815,Thermostat,3.170681909,5.746822386,0,4,8,0,,
1816,Smart Speaker,0.592081811,7.589129021,1,0,48,0,,
1817,Smart Speaker,23.987326,1.194733952,1,0,35,1,,
1818,Camera,19.35343188,8.399544424,1,3,24,1,,
1819,Smart Speaker,18.98799085,5.599538886,1,1,52,0,,
1820,Thermostat,12.47856277,6.93069322,1,4,52,0,,
1821,Thermostat,7.551576448,9.716878301,1,1,55,0,,
1822,Smart Speaker,4.054710685,0.928441784,1,0,37,1,,
1823,Thermostat,7.189856363,9.022117827,0,4,4,0,,
1824,Camera,9.335323715,1.34841669,0,0,55,0,,
1825,Lights,18.27328728,3.990292186,1,0,12,1,,
1826,Camera,13.18205204,8.529243094,1,2,19,1,,
1827,Camera,2.320865224,9.071916944,1,0,15,1,,
1828,Thermostat,0.923681711,5.113079568,0,3,57,0,,
1829,Lights,2.904806219,5.981635919,1,0,30,1,,
1830,Thermostat,10.14671977,7.110658613,0,4,45,0,,
1831,Security System,22.43003355,8.344310818,0,3,37,0,,
1832,Thermostat,15.47895831,1.302960578,1,0,12,1,,
1833,Thermostat,19.34290865,8.119686151,0,3,19,0,,
1834,Thermostat,11.45980297,4.86463389,1,0,34,1,,
1835,Lights,8.999152955,4.561171909,1,3,7,1,,
1836,Thermostat,3.047408759,4.296607545,1,1,28,1,,
1837,Lights,21.08442602,5.141194694,0,2,55,0,,
1838,Smart Speaker,18.90426068,9.456000479,1,3,28,1,,
1839,Security System,4.450775294,5.527217351,0,4,29,0,,
1840,Lights,12.53812325,9.536457629,1,2,37,0,,
1841,Smart Speaker,11.95330799,1.884872293,1,2,20,1,,
1842,Lights,15.18965149,7.26894619,1,0,11,1,,
1843,Lights,22.73539201,8.141171432,1,3,50,0,,
1844,Security System,14.12462888,6.82337543,1,2,50,0,,
1845,Camera,13.19510577,6.108530574,0,4,39,0,,
1846,Camera,1.682588924,5.691646533,1,4,42,0,,
1847,Lights,1.978325686,8.623211778,1,4,23,0,,
1848,Thermostat,4.902649596,8.234301312,1,0,52,0,,
1849,Smart Speaker,1.263063135,1.31065834,0,1,46,0,,
1850,Thermostat,17.96879305,8.501017805,1,3,20,1,,
1851,Thermostat,17.49826214,4.199279332,1,2,20,1,,
1852,Lights,3.697321509,2.611598617,1,3,11,1,,
1853,Lights,20.14785417,8.710708823,1,2,2,1,,
1854,Lights,4.137471819,4.377045516,0,0,13,0,,
1855,Lights,7.577626294,8.102810433,1,3,13,0,,
1856,Camera,6.35095713,2.707695758,0,0,41,0,,
1857,Lights,9.249216816,0.138900282,0,0,49,0,,
1858,Camera,6.484598498,5.00504601,0,3,15,0,,
1859,Camera,11.99034677,1.092259741,0,3,56,0,,
1860,Lights,10.07408521,7.56832196,1,2,54,0,,
1861,Security System,23.68438303,2.833143847,1,4,31,1,,
1862,Smart Speaker,1.814269228,4.492091901,0,0,58,0,,
1863,Thermostat,3.841262345,0.961632294,0,1,23,0,,
1864,Camera,1.741408507,2.93792656,0,2,53,0,,
1865,Smart Speaker,15.20726808,7.836753408,1,2,22,1,,
1866,Security System,1.780968019,1.600720328,0,4,54,0,,
1867,Thermostat,20.15633383,6.506879655,0,4,16,0,,
1868,Thermostat,12.53055782,9.182515943,0,0,57,0,,
1869,Camera,12.88467918,6.830383922,0,2,42,0,,
1870,Lights,13.69747093,8.129114724,0,2,29,0,,
1871,Security System,4.514122098,1.17881913,1,1,20,1,,
1872,Camera,5.145722123,2.582245077,0,0,28,0,,
1873,Security System,7.992207088,8.955934637,1,0,27,1,,
1874,Lights,14.44716577,7.179545575,1,4,44,0,,
1875,Lights,5.437767735,6.431582881,1,0,29,1,,
1876,Camera,3.233795588,6.671290688,1,1,5,0,,
1877,Lights,23.29774683,4.200585488,1,0,52,1,,
1878,Smart Speaker,1.016572648,0.541110653,0,3,49,0,,
1879,Thermostat,19.36338903,7.865971267,1,3,42,0,,
1880,Camera,19.01882602,6.819261039,1,1,38,0,,
1881,Security System,7.484531675,4.780764195,0,4,53,0,,
1882,Smart Speaker,3.687225476,9.007620192,1,2,52,0,,
1883,Camera,3.922273198,3.427980683,0,0,38,0,,
1884,Lights,16.88964301,3.013785268,0,4,44,0,,
1885,Lights,15.60595489,8.740683618,0,4,53,0,,
1886,Lights,18.89452334,7.990177782,0,0,51,0,,
1887,Lights,22.53080755,5.198300125,0,2,2,0,,
1888,Security System,16.76029304,1.394273921,1,0,45,1,,
1889,Smart Speaker,4.162511109,2.229207568,0,2,54,0,,
1890,Thermostat,6.220901494,6.596657105,0,1,20,0,,
1891,Security System,20.29155268,3.911908255,1,2,43,1,,
1892,Security System,5.418692782,8.381084597,1,4,47,0,,
1893,Thermostat,2.204274448,9.504554592,1,1,13,0,,
1894,Thermostat,17.02708127,8.07580556,1,3,26,1,,
1895,Lights,9.959369354,3.837699688,0,1,35,0,,
1896,Security System,22.12094123,7.907995649,1,2,46,0,,
1897,Camera,15.78099417,3.579272567,0,1,8,0,,
1898,Thermostat,2.624845978,1.754290869,1,1,28,1,,
1899,Thermostat,22.77462933,0.430592728,1,3,41,1,,
1900,Smart Speaker,6.576095696,3.918595456,1,2,15,1,,
1901,Camera,8.424493525,9.045237107,1,4,55,0,,
1902,Camera,9.953119722,2.465967219,1,1,50,1,,
1903,Thermostat,1.703770966,2.144480333,0,0,8,0,,
1904,Lights,12.16811242,9.701225774,0,4,11,0,,
1905,Smart Speaker,3.39798454,0.347540717,0,1,29,0,,
1906,Camera,9.922802677,7.879243289,1,4,59,0,,
1907,Thermostat,8.741680018,3.281562562,0,0,5,1,,
1908,Camera,18.66174196,0.471130773,1,4,47,1,,
1909,Smart Speaker,19.37450702,9.186245148,1,4,47,0,,
1910,Smart Speaker,4.105202736,1.482459069,0,0,59,0,,
1911,Security System,9.113952903,5.562614909,0,0,58,0,,
1912,Thermostat,9.273799284,2.813136654,1,0,7,1,,
1913,Smart Speaker,4.058145432,0.745408742,1,3,53,0,,
1914,Security System,19.26365737,0.594232608,0,0,18,1,,
1915,Security System,17.11986572,1.244011318,1,4,28,1,,
1916,Camera,4.973971978,0.806533438,0,0,12,0,,
1917,Camera,9.117964852,7.629525344,0,1,12,0,,
1918,Security System,2.986418084,4.907105403,1,0,36,1,,
1919,Camera,15.26285503,3.494631704,1,0,29,1,,
1920,Smart Speaker,3.352240227,4.24185221,1,2,11,1,,
1921,Lights,23.66945296,9.296572682,1,4,53,0,,
1922,Smart Speaker,18.84602876,9.116442946,0,4,6,0,,
1923,Security System,9.670605915,7.185197153,1,1,21,1,,
1924,Security System,14.09625241,8.858355536,0,3,10,0,,
1925,Smart Speaker,21.91653268,3.264515473,0,2,59,0,,
1926,Camera,13.52133309,3.872982327,1,1,32,1,,
1927,Camera,4.60071443,6.1757506,0,1,47,0,,
1928,Security System,9.399528856,6.273896878,1,4,33,1,,
1929,Thermostat,20.31390433,4.868828396,1,2,17,1,,
1930,Camera,15.63900588,4.0665127,0,4,3,0,,
1931,Smart Speaker,15.79202303,9.863185085,0,3,57,0,,
1932,Camera,20.87030491,8.229123899,0,4,43,0,,
1933,Smart Speaker,21.50836685,4.406303959,1,0,18,1,,
1934,Security System,22.11512544,7.300195525,1,4,10,1,,
1935,Camera,2.728956041,2.768660763,0,0,53,0,,
1936,Smart Speaker,13.28696105,1.09167633,1,1,41,1,,
1937,Security System,17.90197375,3.589067153,1,3,39,1,,
1938,Thermostat,18.28778086,4.089430721,0,0,43,0,,
1939,Smart Speaker,14.75783075,0.263717533,1,3,8,1,,
1940,Thermostat,4.419502377,8.166440816,0,4,34,0,,
1941,Thermostat,19.23938302,3.656014684,0,4,37,0,,
1942,Lights,17.42261634,5.846139841,0,1,41,0,,
1943,Camera,2.524190631,0.832235554,1,4,33,1,,
1944,Smart Speaker,11.39953088,1.832468605,0,0,49,0,,
1945,Thermostat,4.588468889,8.907967881,0,1,10,0,,
1946,Lights,8.430710574,6.126006526,0,3,40,0,,
1947,Security System,0.924905667,9.507812097,0,1,18,0,,
1948,Smart Speaker,9.907751908,9.98762534,1,3,25,1,,
1949,Thermostat,13.42210765,3.781415142,0,2,42,0,,
1950,Camera,15.06019093,3.058150334,1,0,41,1,,
1951,Lights,16.09202311,8.597724946,0,0,36,0,,
1952,Thermostat,20.15284586,9.986253128,1,3,2,1,,
1953,Camera,5.563378321,6.333448219,1,4,19,0,,
1954,Thermostat,3.331322827,7.971893153,1,4,10,0,,
1955,Smart Speaker,20.51112354,7.839284002,1,2,49,0,,
1956,Smart Speaker,4.18040115,3.617863111,0,3,3,0,,
1957,Smart Speaker,23.40686191,5.785276765,0,2,53,0,,
1958,Lights,20.29964839,8.347263719,1,3,19,1,,
1959,Smart Speaker,12.27060024,6.912327375,1,2,51,0,,
1960,Camera,23.56340349,0.309521758,1,3,26,1,,
1961,Thermostat,2.788353134,3.433386122,0,0,54,0,,
1962,Security System,7.622045388,1.530309396,1,2,51,0,,
1963,Camera,15.49827375,2.4064249,1,2,51,1,,
1964,Camera,8.725161409,9.064345827,0,3,47,0,,
1965,Smart Speaker,22.31675497,0.46524356,0,1,25,0,,
1966,Lights,2.042213072,2.276027048,0,1,50,0,,
1967,Thermostat,13.41117805,3.164736587,0,0,17,1,,
1968,Lights,14.38535728,6.207152312,0,4,10,0,,
1969,Thermostat,15.83911091,5.387606732,0,4,56,0,,
1970,Thermostat,6.508156248,2.26086788,1,0,46,1,,
1971,Lights,9.067311047,1.725986566,1,4,51,1,,
1972,Camera,20.32649245,2.444300543,0,3,55,0,,
1973,Thermostat,5.081155071,5.075043304,1,1,50,0,,
1974,Lights,19.93139441,2.784660079,0,0,11,1,,
